Tract,Instrument,Order by Date,Image Path,Vol,Page,Inst. No.,File Date,Inst./Eff. Date,Grantor,Grantee,Land Desc.,Interest,Remarks
T10,Assignment 00100,2000-04-16,phase0/import-stress/T10/image-00100.pdf,200,101,P0-00100,2000-04-17,2000-04-16,Phase 0 Grantor 004,Phase 0 Grantee 101,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 00100
T01,Ratification 00101,2001-05-17,phase0/import-stress/T01/image-00101.pdf,201,102,P0-00101,2001-05-18,2001-05-17,Phase 0 Grantor 005,Phase 0 Grantee 102,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 00101
T02,Warranty Deed 00102,2002-06-18,phase0/import-stress/T02/image-00102.pdf,202,103,P0-00102,2002-06-19,2002-06-18,Phase 0 Grantor 006,Phase 0 Grantee 103,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 00102
T03,Mineral Deed 00103,2003-07-19,phase0/import-stress/T03/image-00103.pdf,203,104,P0-00103,2003-07-20,2003-07-19,Phase 0 Grantor 007,Phase 0 Grantee 104,"Section 3, Block 5, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 00103
T04,Royalty Deed 00104,2004-08-20,phase0/import-stress/T04/image-00104.pdf,204,105,P0-00104,2004-08-21,2004-08-20,Phase 0 Grantor 008,Phase 0 Grantee 105,"Section 4, Block 6, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 00104
T05,Oil and Gas Lease 00105,2005-09-21,phase0/import-stress/T05/image-00105.pdf,205,106,P0-00105,2005-09-22,2005-09-21,Phase 0 Grantor 009,Phase 0 Grantee 106,"Section 5, Block 7, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 00105
T06,Assignment 00106,2006-10-22,phase0/import-stress/T06/image-00106.pdf,206,107,P0-00106,2006-10-23,2006-10-22,Phase 0 Grantor 010,Phase 0 Grantee 107,"Section 6, Block 1, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 00106
T07,Ratification 00107,2007-11-23,phase0/import-stress/T07/image-00107.pdf,207,108,P0-00107,2007-11-24,2007-11-23,Phase 0 Grantor 011,Phase 0 Grantee 108,"Section 7, Block 2, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 00107
T08,Warranty Deed 00108,2008-12-24,phase0/import-stress/T08/image-00108.pdf,208,109,P0-00108,2008-12-25,2008-12-24,Phase 0 Grantor 012,Phase 0 Grantee 109,"Section 8, Block 3, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 00108
T09,Mineral Deed 00109,2009-01-25,phase0/import-stress/T09/image-00109.pdf,209,110,P0-00109,2009-01-26,2009-01-25,Phase 0 Grantor 013,Phase 0 Grantee 110,"Section 9, Block 4, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 00109
T10,Royalty Deed 00110,2010-02-26,phase0/import-stress/T10/image-00110.pdf,210,111,P0-00110,2010-02-27,2010-02-26,Phase 0 Grantor 014,Phase 0 Grantee 111,"Section 10, Block 5, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 00110
T01,Oil and Gas Lease 00111,2011-03-27,phase0/import-stress/T01/image-00111.pdf,211,112,P0-00111,2011-03-28,2011-03-27,Phase 0 Grantor 015,Phase 0 Grantee 112,"Section 1, Block 6, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 00111
T02,Assignment 00112,2012-04-28,phase0/import-stress/T02/image-00112.pdf,212,113,P0-00112,2012-04-01,2012-04-28,Phase 0 Grantor 016,Phase 0 Grantee 113,"Section 2, Block 7, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 00112
T03,Ratification 00113,2013-05-01,phase0/import-stress/T03/image-00113.pdf,213,114,P0-00113,2013-05-02,2013-05-01,Phase 0 Grantor 017,Phase 0 Grantee 001,"Section 3, Block 1, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 00113
T04,Warranty Deed 00114,2014-06-02,phase0/import-stress/T04/image-00114.pdf,214,115,P0-00114,2014-06-03,2014-06-02,Phase 0 Grantor 018,Phase 0 Grantee 002,"Section 4, Block 2, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 00114
T05,Mineral Deed 00115,2015-07-03,phase0/import-stress/T05/image-00115.pdf,215,116,P0-00115,2015-07-04,2015-07-03,Phase 0 Grantor 019,Phase 0 Grantee 003,"Section 5, Block 3, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 00115
T06,Royalty Deed 00116,2016-08-04,phase0/import-stress/T06/image-00116.pdf,216,117,P0-00116,2016-08-05,2016-08-04,Phase 0 Grantor 020,Phase 0 Grantee 004,"Section 6, Block 4, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 00116
T07,Oil and Gas Lease 00117,2017-09-05,phase0/import-stress/T07/image-00117.pdf,217,118,P0-00117,2017-09-06,2017-09-05,Phase 0 Grantor 021,Phase 0 Grantee 005,"Section 7, Block 5, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 00117
T08,Assignment 00118,2018-10-06,phase0/import-stress/T08/image-00118.pdf,218,119,P0-00118,2018-10-07,2018-10-06,Phase 0 Grantor 022,Phase 0 Grantee 006,"Section 8, Block 6, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 00118
T09,Ratification 00119,2019-11-07,phase0/import-stress/T09/image-00119.pdf,219,120,P0-00119,2019-11-08,2019-11-07,Phase 0 Grantor 023,Phase 0 Grantee 007,"Section 9, Block 7, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 00119
T10,Warranty Deed 00120,1980-12-08,phase0/import-stress/T10/image-00120.pdf,220,121,P0-00120,1980-12-09,1980-12-08,Phase 0 Grantor 024,Phase 0 Grantee 008,"Section 10, Block 1, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 00120
T01,Mineral Deed 00121,1981-01-09,phase0/import-stress/T01/image-00121.pdf,221,122,P0-00121,1981-01-10,1981-01-09,Phase 0 Grantor 025,Phase 0 Grantee 009,"Section 1, Block 2, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 00121
T02,Royalty Deed 00122,1982-02-10,phase0/import-stress/T02/image-00122.pdf,222,123,P0-00122,1982-02-11,1982-02-10,Phase 0 Grantor 026,Phase 0 Grantee 010,"Section 2, Block 3, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 00122
T03,Oil and Gas Lease 00123,1983-03-11,phase0/import-stress/T03/image-00123.pdf,223,124,P0-00123,1983-03-12,1983-03-11,Phase 0 Grantor 027,Phase 0 Grantee 011,"Section 3, Block 4, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 00123
T04,Assignment 00124,1984-04-12,phase0/import-stress/T04/image-00124.pdf,224,125,P0-00124,1984-04-13,1984-04-12,Phase 0 Grantor 028,Phase 0 Grantee 012,"Section 4, Block 5, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 00124
T05,Ratification 00125,1985-05-13,phase0/import-stress/T05/image-00125.pdf,225,126,P0-00125,1985-05-14,1985-05-13,Phase 0 Grantor 029,Phase 0 Grantee 013,"Section 5, Block 6, Raven Forest Survey, Walker County, Texas",1/31,Deterministic import stress row 00125
T06,Warranty Deed 00126,1986-06-14,phase0/import-stress/T06/image-00126.pdf,226,127,P0-00126,1986-06-15,1986-06-14,Phase 0 Grantor 030,Phase 0 Grantee 014,"Section 6, Block 7, Raven Forest Survey, Walker County, Texas",1/32,Deterministic import stress row 00126
T07,Mineral Deed 00127,1987-07-15,phase0/import-stress/T07/image-00127.pdf,227,128,P0-00127,1987-07-16,1987-07-15,Phase 0 Grantor 031,Phase 0 Grantee 015,"Section 7, Block 1, Raven Forest Survey, Walker County, Texas",1/33,Deterministic import stress row 00127
T08,Royalty Deed 00128,1988-08-16,phase0/import-stress/T08/image-00128.pdf,228,129,P0-00128,1988-08-17,1988-08-16,Phase 0 Grantor 032,Phase 0 Grantee 016,"Section 8, Block 2, Raven Forest Survey, Walker County, Texas",1/34,Deterministic import stress row 00128
T09,Oil and Gas Lease 00129,1989-09-17,phase0/import-stress/T09/image-00129.pdf,229,130,P0-00129,1989-09-18,1989-09-17,Phase 0 Grantor 033,Phase 0 Grantee 017,"Section 9, Block 3, Raven Forest Survey, Walker County, Texas",1/35,Deterministic import stress row 00129
T10,Assignment 00130,1990-10-18,phase0/import-stress/T10/image-00130.pdf,230,131,P0-00130,1990-10-19,1990-10-18,Phase 0 Grantor 034,Phase 0 Grantee 018,"Section 10, Block 4, Raven Forest Survey, Walker County, Texas",1/36,Deterministic import stress row 00130
T01,Ratification 00131,1991-11-19,phase0/import-stress/T01/image-00131.pdf,231,132,P0-00131,1991-11-20,1991-11-19,Phase 0 Grantor 035,Phase 0 Grantee 019,"Section 1, Block 5, Raven Forest Survey, Walker County, Texas",1/37,Deterministic import stress row 00131
T02,Warranty Deed 00132,1992-12-20,phase0/import-stress/T02/image-00132.pdf,232,133,P0-00132,1992-12-21,1992-12-20,Phase 0 Grantor 036,Phase 0 Grantee 020,"Section 2, Block 6, Raven Forest Survey, Walker County, Texas",1/38,Deterministic import stress row 00132
T03,Mineral Deed 00133,1993-01-21,phase0/import-stress/T03/image-00133.pdf,233,134,P0-00133,1993-01-22,1993-01-21,Phase 0 Grantor 037,Phase 0 Grantee 021,"Section 3, Block 7, Raven Forest Survey, Walker County, Texas",1/39,Deterministic import stress row 00133
T04,Royalty Deed 00134,1994-02-22,phase0/import-stress/T04/image-00134.pdf,234,135,P0-00134,1994-02-23,1994-02-22,Phase 0 Grantor 038,Phase 0 Grantee 022,"Section 4, Block 1, Raven Forest Survey, Walker County, Texas",1/40,Deterministic import stress row 00134
T05,Oil and Gas Lease 00135,1995-03-23,phase0/import-stress/T05/image-00135.pdf,235,136,P0-00135,1995-03-24,1995-03-23,Phase 0 Grantor 039,Phase 0 Grantee 023,"Section 5, Block 2, Raven Forest Survey, Walker County, Texas",1/41,Deterministic import stress row 00135
T06,Assignment 00136,1996-04-24,phase0/import-stress/T06/image-00136.pdf,236,137,P0-00136,1996-04-25,1996-04-24,Phase 0 Grantor 040,Phase 0 Grantee 024,"Section 6, Block 3, Raven Forest Survey, Walker County, Texas",1/42,Deterministic import stress row 00136
T07,Ratification 00137,1997-05-25,phase0/import-stress/T07/image-00137.pdf,237,138,P0-00137,1997-05-26,1997-05-25,Phase 0 Grantor 041,Phase 0 Grantee 025,"Section 7, Block 4, Raven Forest Survey, Walker County, Texas",1/43,Deterministic import stress row 00137
T08,Warranty Deed 00138,1998-06-26,phase0/import-stress/T08/image-00138.pdf,238,139,P0-00138,1998-06-27,1998-06-26,Phase 0 Grantor 042,Phase 0 Grantee 026,"Section 8, Block 5, Raven Forest Survey, Walker County, Texas",1/44,Deterministic import stress row 00138
T09,Mineral Deed 00139,1999-07-27,phase0/import-stress/T09/image-00139.pdf,239,140,P0-00139,1999-07-28,1999-07-27,Phase 0 Grantor 043,Phase 0 Grantee 027,"Section 9, Block 6, Raven Forest Survey, Walker County, Texas",1/45,Deterministic import stress row 00139
T10,Royalty Deed 00140,2000-08-28,phase0/import-stress/T10/image-00140.pdf,240,141,P0-00140,2000-08-01,2000-08-28,Phase 0 Grantor 044,Phase 0 Grantee 028,"Section 10, Block 7, Raven Forest Survey, Walker County, Texas",1/46,Deterministic import stress row 00140
T01,Oil and Gas Lease 00141,2001-09-01,phase0/import-stress/T01/image-00141.pdf,241,142,P0-00141,2001-09-02,2001-09-01,Phase 0 Grantor 045,Phase 0 Grantee 029,"Section 1, Block 1, Raven Forest Survey, Walker County, Texas",1/47,Deterministic import stress row 00141
T02,Assignment 00142,2002-10-02,phase0/import-stress/T02/image-00142.pdf,242,143,P0-00142,2002-10-03,2002-10-02,Phase 0 Grantor 046,Phase 0 Grantee 030,"Section 2, Block 2, Raven Forest Survey, Walker County, Texas",1/48,Deterministic import stress row 00142
T03,Ratification 00143,2003-11-03,phase0/import-stress/T03/image-00143.pdf,243,144,P0-00143,2003-11-04,2003-11-03,Phase 0 Grantor 047,Phase 0 Grantee 031,"Section 3, Block 3, Raven Forest Survey, Walker County, Texas",1/49,Deterministic import stress row 00143
T04,Warranty Deed 00144,2004-12-04,phase0/import-stress/T04/image-00144.pdf,244,145,P0-00144,2004-12-05,2004-12-04,Phase 0 Grantor 048,Phase 0 Grantee 032,"Section 4, Block 4, Raven Forest Survey, Walker County, Texas",1/2,Deterministic import stress row 00144
T05,Mineral Deed 00145,2005-01-05,phase0/import-stress/T05/image-00145.pdf,245,146,P0-00145,2005-01-06,2005-01-05,Phase 0 Grantor 049,Phase 0 Grantee 033,"Section 5, Block 5, Raven Forest Survey, Walker County, Texas",1/3,Deterministic import stress row 00145
T06,Royalty Deed 00146,2006-02-06,phase0/import-stress/T06/image-00146.pdf,246,147,P0-00146,2006-02-07,2006-02-06,Phase 0 Grantor 050,Phase 0 Grantee 034,"Section 6, Block 6, Raven Forest Survey, Walker County, Texas",1/4,Deterministic import stress row 00146
T07,Oil and Gas Lease 00147,2007-03-07,phase0/import-stress/T07/image-00147.pdf,247,148,P0-00147,2007-03-08,2007-03-07,Phase 0 Grantor 051,Phase 0 Grantee 035,"Section 7, Block 7, Raven Forest Survey, Walker County, Texas",1/5,Deterministic import stress row 00147
T08,Assignment 00148,2008-04-08,phase0/import-stress/T08/image-00148.pdf,248,149,P0-00148,2008-04-09,2008-04-08,Phase 0 Grantor 052,Phase 0 Grantee 036,"Section 8, Block 1, Raven Forest Survey, Walker County, Texas",1/6,Deterministic import stress row 00148
T09,Ratification 00149,2009-05-09,phase0/import-stress/T09/image-00149.pdf,249,150,P0-00149,2009-05-10,2009-05-09,Phase 0 Grantor 053,Phase 0 Grantee 037,"Section 9, Block 2, Raven Forest Survey, Walker County, Texas",1/7,Deterministic import stress row 00149
T10,Warranty Deed 00150,2010-06-10,phase0/import-stress/T10/image-00150.pdf,250,151,P0-00150,2010-06-11,2010-06-10,Phase 0 Grantor 054,Phase 0 Grantee 038,"Section 10, Block 3, Raven Forest Survey, Walker County, Texas",1/8,Deterministic import stress row 00150
T01,Mineral Deed 00151,2011-07-11,phase0/import-stress/T01/image-00151.pdf,251,152,P0-00151,2011-07-12,2011-07-11,Phase 0 Grantor 055,Phase 0 Grantee 039,"Section 1, Block 4, Raven Forest Survey, Walker County, Texas",1/9,Deterministic import stress row 00151
T02,Royalty Deed 00152,2012-08-12,phase0/import-stress/T02/image-00152.pdf,252,153,P0-00152,2012-08-13,2012-08-12,Phase 0 Grantor 056,Phase 0 Grantee 040,"Section 2, Block 5, Raven Forest Survey, Walker County, Texas",1/10,Deterministic import stress row 00152
T03,Oil and Gas Lease 00153,2013-09-13,phase0/import-stress/T03/image-00153.pdf,253,154,P0-00153,2013-09-14,2013-09-13,Phase 0 Grantor 057,Phase 0 Grantee 041,"Section 3, Block 6, Raven Forest Survey, Walker County, Texas",1/11,Deterministic import stress row 00153
T04,Assignment 00154,2014-10-14,phase0/import-stress/T04/image-00154.pdf,254,155,P0-00154,2014-10-15,2014-10-14,Phase 0 Grantor 058,Phase 0 Grantee 042,"Section 4, Block 7, Raven Forest Survey, Walker County, Texas",1/12,Deterministic import stress row 00154
T05,Ratification 00155,2015-11-15,phase0/import-stress/T05/image-00155.pdf,255,156,P0-00155,2015-11-16,2015-11-15,Phase 0 Grantor 059,Phase 0 Grantee 043,"Section 5, Block 1, Raven Forest Survey, Walker County, Texas",1/13,Deterministic import stress row 00155
T06,Warranty Deed 00156,2016-12-16,phase0/import-stress/T06/image-00156.pdf,256,157,P0-00156,2016-12-17,2016-12-16,Phase 0 Grantor 060,Phase 0 Grantee 044,"Section 6, Block 2, Raven Forest Survey, Walker County, Texas",1/14,Deterministic import stress row 00156
T07,Mineral Deed 00157,2017-01-17,phase0/import-stress/T07/image-00157.pdf,257,158,P0-00157,2017-01-18,2017-01-17,Phase 0 Grantor 061,Phase 0 Grantee 045,"Section 7, Block 3, Raven Forest Survey, Walker County, Texas",1/15,Deterministic import stress row 00157
T08,Royalty Deed 00158,2018-02-18,phase0/import-stress/T08/image-00158.pdf,258,159,P0-00158,2018-02-19,2018-02-18,Phase 0 Grantor 062,Phase 0 Grantee 046,"Section 8, Block 4, Raven Forest Survey, Walker County, Texas",1/16,Deterministic import stress row 00158
T09,Oil and Gas Lease 00159,2019-03-19,phase0/import-stress/T09/image-00159.pdf,259,160,P0-00159,2019-03-20,2019-03-19,Phase 0 Grantor 063,Phase 0 Grantee 047,"Section 9, Block 5, Raven Forest Survey, Walker County, Texas",1/17,Deterministic import stress row 00159
T10,Assignment 00160,1980-04-20,phase0/import-stress/T10/image-00160.pdf,260,161,P0-00160,1980-04-21,1980-04-20,Phase 0 Grantor 064,Phase 0 Grantee 048,"Section 10, Block 6, Raven Forest Survey, Walker County, Texas",1/18,Deterministic import stress row 00160
T01,Ratification 00161,1981-05-21,phase0/import-stress/T01/image-00161.pdf,261,162,P0-00161,1981-05-22,1981-05-21,Phase 0 Grantor 065,Phase 0 Grantee 049,"Section 1, Block 7, Raven Forest Survey, Walker County, Texas",1/19,Deterministic import stress row 00161
T02,Warranty Deed 00162,1982-06-22,phase0/import-stress/T02/image-00162.pdf,262,163,P0-00162,1982-06-23,1982-06-22,Phase 0 Grantor 066,Phase 0 Grantee 050,"Section 2, Block 1, Raven Forest Survey, Walker County, Texas",1/20,Deterministic import stress row 00162
T03,Mineral Deed 00163,1983-07-23,phase0/import-stress/T03/image-00163.pdf,263,164,P0-00163,1983-07-24,1983-07-23,Phase 0 Grantor 067,Phase 0 Grantee 051,"Section 3, Block 2, Raven Forest Survey, Walker County, Texas",1/21,Deterministic import stress row 00163
T04,Royalty Deed 00164,1984-08-24,phase0/import-stress/T04/image-00164.pdf,264,165,P0-00164,1984-08-25,1984-08-24,Phase 0 Grantor 068,Phase 0 Grantee 052,"Section 4, Block 3, Raven Forest Survey, Walker County, Texas",1/22,Deterministic import stress row 00164
T05,Oil and Gas Lease 00165,1985-09-25,phase0/import-stress/T05/image-00165.pdf,265,166,P0-00165,1985-09-26,1985-09-25,Phase 0 Grantor 069,Phase 0 Grantee 053,"Section 5, Block 4, Raven Forest Survey, Walker County, Texas",1/23,Deterministic import stress row 00165
T06,Assignment 00166,1986-10-26,phase0/import-stress/T06/image-00166.pdf,266,167,P0-00166,1986-10-27,1986-10-26,Phase 0 Grantor 070,Phase 0 Grantee 054,"Section 6, Block 5, Raven Forest Survey, Walker County, Texas",1/24,Deterministic import stress row 00166
T07,Ratification 00167,1987-11-27,phase0/import-stress/T07/image-00167.pdf,267,168,P0-00167,1987-11-28,1987-11-27,Phase 0 Grantor 071,Phase 0 Grantee 055,"Section 7, Block 6, Raven Forest Survey, Walker County, Texas",1/25,Deterministic import stress row 00167
T08,Warranty Deed 00168,1988-12-28,phase0/import-stress/T08/image-00168.pdf,268,169,P0-00168,1988-12-01,1988-12-28,Phase 0 Grantor 072,Phase 0 Grantee 056,"Section 8, Block 7, Raven Forest Survey, Walker County, Texas",1/26,Deterministic import stress row 00168
T09,Mineral Deed 00169,1989-01-01,phase0/import-stress/T09/image-00169.pdf,269,170,P0-00169,1989-01-02,1989-01-01,Phase 0 Grantor 073,Phase 0 Grantee 057,"Section 9, Block 1, Raven Forest Survey, Walker County, Texas",1/27,Deterministic import stress row 00169
T10,Royalty Deed 00170,1990-02-02,phase0/import-stress/T10/image-00170.pdf,270,171,P0-00170,1990-02-03,1990-02-02,Phase 0 Grantor 074,Phase 0 Grantee 058,"Section 10, Block 2, Raven Forest Survey, Walker County, Texas",1/28,Deterministic import stress row 00170
T01,Oil and Gas Lease 00171,1991-03-03,phase0/import-stress/T01/image-00171.pdf,271,172,P0-00171,1991-03-04,1991-03-03,Phase 0 Grantor 075,Phase 0 Grantee 059,"Section 1, Block 3, Raven Forest Survey, Walker County, Texas",1/29,Deterministic import stress row 00171
T02,Assignment 00172,1992-04-04,phase0/import-stress/T02/image-00172.pdf,272,173,P0-00172,1992-04-05,1992-04-04,Phase 0 Grantor 076,Phase 0 Grantee 060,"Section 2, Block 4, Raven Forest Survey, Walker County, Texas",1/30,Deterministic import stress row 00172
